split,relation,depth_mode,depth_bucket,count,fraction_within_relation,relation_train_frequency
train,concept:athleteplaysforteam,undirected,4,6,0.046875,128
train,concept:athleteplaysforteam,undirected,>4_or_unreachable,93,0.7265625,128
train,concept:athleteplaysinleague,undirected,2,3,0.022058823529411766,136
train,concept:athleteplaysinleague,undirected,3,43,0.3161764705882353,136
train,concept:athleteplaysinleague,undirected,4,2,0.014705882352941176,136
train,concept:athleteplaysinleague,undirected,>4_or_unreachable,88,0.6470588235294118,136
train,concept:athleteplayssport,undirected,3,40,0.1762114537444934,227
train,concept:athleteplayssport,undirected,4,5,0.022026431718061675,227
train,concept:athleteplayssport,undirected,>4_or_unreachable,182,0.801762114537445,227
train,concept:athleteplayssportsteamposition,undirected,3,2,0.0625,32
train,concept:athleteplayssportsteamposition,undirected,4,2,0.0625,32
train,concept:athleteplayssportsteamposition,undirected,>4_or_unreachable,28,0.875,32
train,concept:athletewinsawardtrophytournament,undirected,2,2,0.08,25
train,concept:athletewinsawardtrophytournament,undirected,3,2,0.08,25
train,concept:athletewinsawardtrophytournament,undirected,4,4,0.16,25
train,concept:athletewinsawardtrophytournament,undirected,>4_or_unreachable,17,0.68,25
train,concept:atlocation,undirected,1,37,0.05013550135501355,738
train,concept:atlocation,undirected,2,11,0.014905149051490514,738
train,concept:atlocation,undirected,3,137,0.1856368563685637,738
train,concept:atlocation,undirected,4,49,0.06639566395663957,738
train,concept:atlocation,undirected,>4_or_unreachable,504,0.6829268292682927,738
train,concept:attractionofcity,undirected,1,1,0.016666666666666666,60
train,concept:attractionofcity,undirected,2,1,0.016666666666666666,60
train,concept:attractionofcity,undirected,4,1,0.016666666666666666,60
train,concept:attractionofcity,undirected,>4_or_unreachable,57,0.95,60
train,concept:automakerproducesmodel,undirected,1,5,0.08928571428571429,56
train,concept:automakerproducesmodel,undirected,3,2,0.03571428571428571,56
train,concept:automakerproducesmodel,undirected,4,2,0.03571428571428571,56
train,concept:automakerproducesmodel,undirected,>4_or_unreachable,47,0.8392857142857143,56
train,concept:automobilemakercardealersinstateorprovince,undirected,2,4,0.15384615384615385,26
train,concept:automobilemakercardealersinstateorprovince,undirected,3,7,0.2692307692307692,26
train,concept:automobilemakercardealersinstateorprovince,undirected,4,9,0.34615384615384615,26
train,concept:automobilemakercardealersinstateorprovince,undirected,>4_or_unreachable,6,0.23076923076923078,26
train,concept:automobilemakerdealersincity,undirected,2,6,0.13043478260869565,46
train,concept:automobilemakerdealersincity,undirected,3,10,0.21739130434782608,46
train,concept:automobilemakerdealersincity,undirected,4,12,0.2608695652173913,46
train,concept:automobilemakerdealersincity,undirected,>4_or_unreachable,18,0.391304347826087,46
train,concept:automobilemakerdealersincountry,undirected,1,1,0.0625,16
train,concept:automobilemakerdealersincountry,undirected,2,2,0.125,16
train,concept:automobilemakerdealersincountry,undirected,3,2,0.125,16
train,concept:automobilemakerdealersincountry,undirected,4,8,0.5,16
train,concept:automobilemakerdealersincountry,undirected,>4_or_unreachable,3,0.1875,16
train,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,2,1,0.05263157894736842,19
train,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,3,2,0.10526315789473684,19
train,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,4,2,0.10526315789473684,19
train,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,>4_or_unreachable,14,0.7368421052631579,19
train,concept:bacteriaisthecausativeagentofphysiologicalcondition,undirected,3,8,0.10256410256410256,78
train,concept:bacteriaisthecausativeagentofphysiologicalcondition,undirected,>4_or_unreachable,70,0.8974358974358975,78
train,concept:bakedgoodservedwithbeverage,undirected,3,8,0.0761904761904762,105
train,concept:bakedgoodservedwithbeverage,undirected,4,4,0.0380952380952381,105
train,concept:bakedgoodservedwithbeverage,undirected,>4_or_unreachable,93,0.8857142857142857,105
train,concept:bankbankincountry,undirected,1,1,0.012195121951219513,82
train,concept:bankbankincountry,undirected,3,48,0.5853658536585366,82
train,concept:bankbankincountry,undirected,4,2,0.024390243902439025,82
train,concept:bankbankincountry,undirected,>4_or_unreachable,31,0.3780487804878049,82
train,concept:bankboughtbank,undirected,3,5,0.25,20
train,concept:bankboughtbank,undirected,4,2,0.1,20
train,concept:bankboughtbank,undirected,>4_or_unreachable,13,0.65,20
train,concept:beveragecontainsprotein,undirected,>4_or_unreachable,10,1.0,10
train,concept:beveragemadefrombeverage,undirected,2,7,0.07446808510638298,94
train,concept:beveragemadefrombeverage,undirected,3,5,0.05319148936170213,94
train,concept:beveragemadefrombeverage,undirected,4,13,0.13829787234042554,94
train,concept:beveragemadefrombeverage,undirected,>4_or_unreachable,69,0.7340425531914894,94
train,concept:bodypartcontainsbodypart,undirected,1,9,0.03734439834024896,241
train,concept:bodypartcontainsbodypart,undirected,2,24,0.0995850622406639,241
train,concept:bodypartcontainsbodypart,undirected,3,39,0.16182572614107885,241
train,concept:bodypartcontainsbodypart,undirected,4,22,0.0912863070539419,241
train,concept:bodypartcontainsbodypart,undirected,>4_or_unreachable,147,0.6099585062240664,241
train,concept:bookwriter,undirected,1,21,0.05982905982905983,351
train,concept:bookwriter,undirected,3,5,0.014245014245014245,351
train,concept:bookwriter,undirected,>4_or_unreachable,325,0.9259259259259259,351
train,concept:buildingfeaturemadefrombuildingmaterial,undirected,>4_or_unreachable,27,1.0,27
train,concept:buildinglocatedincity,undirected,1,8,0.08080808080808081,99
train,concept:buildinglocatedincity,undirected,3,4,0.04040404040404041,99
train,concept:buildinglocatedincity,undirected,4,1,0.010101010101010102,99
train,concept:buildinglocatedincity,undirected,>4_or_unreachable,86,0.8686868686868687,99
train,concept:ceoof,undirected,1,16,0.3018867924528302,53
train,concept:ceoof,undirected,3,1,0.018867924528301886,53
train,concept:ceoof,undirected,>4_or_unreachable,36,0.6792452830188679,53
train,concept:chemicalistypeofchemical,undirected,1,14,0.04827586206896552,290
train,concept:chemicalistypeofchemical,undirected,2,65,0.22413793103448276,290
train,concept:chemicalistypeofchemical,undirected,3,79,0.27241379310344827,290
train,concept:chemicalistypeofchemical,undirected,4,10,0.034482758620689655,290
train,concept:chemicalistypeofchemical,undirected,>4_or_unreachable,122,0.4206896551724138,290
train,concept:cityalsoknownas,undirected,3,3,0.15,20
train,concept:cityalsoknownas,undirected,4,1,0.05,20
train,concept:cityalsoknownas,undirected,>4_or_unreachable,16,0.8,20
train,concept:citycapitalofcountry,undirected,1,1,0.041666666666666664,24
train,concept:citycapitalofcountry,undirected,2,2,0.08333333333333333,24
train,concept:citycapitalofcountry,undirected,4,1,0.041666666666666664,24
train,concept:citycapitalofcountry,undirected,>4_or_unreachable,20,0.8333333333333334,24
train,concept:cityliesonriver,undirected,2,2,0.008620689655172414,232
train,concept:cityliesonriver,undirected,3,7,0.03017241379310345,232
train,concept:cityliesonriver,undirected,4,6,0.02586206896551724,232
train,concept:cityliesonriver,undirected,>4_or_unreachable,217,0.9353448275862069,232
train,concept:citylocatedincountry,undirected,1,4,0.043478260869565216,92
train,concept:citylocatedincountry,undirected,3,4,0.043478260869565216,92
train,concept:citylocatedincountry,undirected,4,2,0.021739130434782608,92
train,concept:citylocatedincountry,undirected,>4_or_unreachable,82,0.8913043478260869,92
train,concept:citylocatedingeopoliticallocation,undirected,1,5,0.13157894736842105,38
train,concept:citylocatedingeopoliticallocation,undirected,3,3,0.07894736842105263,38
train,concept:citylocatedingeopoliticallocation,undirected,4,5,0.13157894736842105,38
train,concept:citylocatedingeopoliticallocation,undirected,>4_or_unreachable,25,0.6578947368421053,38
train,concept:citylocatedinstate,undirected,1,6,0.045454545454545456,132
train,concept:citylocatedinstate,undirected,3,9,0.06818181818181818,132
train,concept:citylocatedinstate,undirected,4,10,0.07575757575757576,132
train,concept:citylocatedinstate,undirected,>4_or_unreachable,107,0.8106060606060606,132
train,concept:clothingmadefromplant,undirected,2,2,0.13333333333333333,15
train,concept:clothingmadefromplant,undirected,3,1,0.06666666666666667,15
train,concept:clothingmadefromplant,undirected,>4_or_unreachable,12,0.8,15
train,concept:clothingtogowithclothing,undirected,1,56,0.15512465373961218,361
train,concept:clothingtogowithclothing,undirected,2,106,0.29362880886426596,361
train,concept:clothingtogowithclothing,undirected,3,70,0.19390581717451524,361
train,concept:clothingtogowithclothing,undirected,4,9,0.024930747922437674,361
train,concept:clothingtogowithclothing,undirected,>4_or_unreachable,120,0.33240997229916897,361
train,concept:coachesinleague,undirected,3,3,0.23076923076923078,13
train,concept:coachesinleague,undirected,>4_or_unreachable,10,0.7692307692307693,13
train,concept:coachesteam,undirected,1,2,0.1,20
train,concept:coachesteam,undirected,2,1,0.05,20
train,concept:coachesteam,undirected,3,1,0.05,20
train,concept:coachesteam,undirected,>4_or_unreachable,16,0.8,20
train,concept:coachwontrophy,undirected,2,1,0.015384615384615385,65
train,concept:coachwontrophy,undirected,3,20,0.3076923076923077,65
train,concept:coachwontrophy,undirected,4,4,0.06153846153846154,65
train,concept:coachwontrophy,undirected,>4_or_unreachable,40,0.6153846153846154,65
train,concept:companyalsoknownas,undirected,1,3,0.10344827586206896,29
train,concept:companyalsoknownas,undirected,4,1,0.034482758620689655,29
train,concept:companyalsoknownas,undirected,>4_or_unreachable,25,0.8620689655172413,29
train,concept:companyeconomicsector,undirected,2,4,0.02030456852791878,197
train,concept:companyeconomicsector,undirected,3,11,0.05583756345177665,197
train,concept:companyeconomicsector,undirected,4,2,0.01015228426395939,197
train,concept:companyeconomicsector,undirected,>4_or_unreachable,180,0.9137055837563451,197
train,concept:competeswith,undirected,1,14,0.07035175879396985,199
train,concept:competeswith,undirected,2,22,0.11055276381909548,199
train,concept:competeswith,undirected,3,41,0.20603015075376885,199
train,concept:competeswith,undirected,4,17,0.08542713567839195,199
train,concept:competeswith,undirected,>4_or_unreachable,105,0.5276381909547738,199
train,concept:conceptprerequisiteof,undirected,>4_or_unreachable,68,1.0,68
train,concept:countryalsoknownas,undirected,1,21,0.23333333333333334,90
train,concept:countryalsoknownas,undirected,2,19,0.2111111111111111,90
train,concept:countryalsoknownas,undirected,3,26,0.28888888888888886,90
train,concept:countryalsoknownas,undirected,4,7,0.07777777777777778,90
train,concept:countryalsoknownas,undirected,>4_or_unreachable,17,0.18888888888888888,90
train,concept:countrycurrency,undirected,2,2,0.07407407407407407,27
train,concept:countrycurrency,undirected,3,3,0.1111111111111111,27
train,concept:countrycurrency,undirected,>4_or_unreachable,22,0.8148148148148148,27
train,concept:countrylocatedingeopoliticallocation,undirected,1,2,0.014388489208633094,139
train,concept:countrylocatedingeopoliticallocation,undirected,2,15,0.1079136690647482,139
train,concept:countrylocatedingeopoliticallocation,undirected,3,70,0.5035971223021583,139
train,concept:countrylocatedingeopoliticallocation,undirected,4,19,0.1366906474820144,139
train,concept:countrylocatedingeopoliticallocation,undirected,>4_or_unreachable,33,0.23741007194244604,139
train,concept:directordirectedmovie,undirected,>4_or_unreachable,47,1.0,47
train,concept:drughassideeffect,undirected,3,5,0.03289473684210526,152
train,concept:drughassideeffect,undirected,4,2,0.013157894736842105,152
train,concept:drughassideeffect,undirected,>4_or_unreachable,145,0.9539473684210527,152
train,concept:drugpossiblytreatsphysiologicalcondition,undirected,3,4,0.08,50
train,concept:drugpossiblytreatsphysiologicalcondition,undirected,>4_or_unreachable,46,0.92,50
train,concept:drugworkedonbyagent,undirected,3,7,0.0603448275862069,116
train,concept:drugworkedonbyagent,undirected,4,2,0.017241379310344827,116
train,concept:drugworkedonbyagent,undirected,>4_or_unreachable,107,0.9224137931034483,116
train,concept:emotionassociatedwithdisease,undirected,3,6,0.11764705882352941,51
train,concept:emotionassociatedwithdisease,undirected,>4_or_unreachable,45,0.8823529411764706,51
train,concept:fatherofperson,undirected,>4_or_unreachable,25,1.0,25
train,concept:fishservedwithfood,undirected,3,4,0.10810810810810811,37
train,concept:fishservedwithfood,undirected,4,1,0.02702702702702703,37
train,concept:fishservedwithfood,undirected,>4_or_unreachable,32,0.8648648648648649,37
train,concept:foodcancausedisease,undirected,4,2,0.06896551724137931,29
train,concept:foodcancausedisease,undirected,>4_or_unreachable,27,0.9310344827586207,29
train,concept:fooddecreasestheriskofdisease,undirected,3,6,0.10344827586206896,58
train,concept:fooddecreasestheriskofdisease,undirected,4,2,0.034482758620689655,58
train,concept:fooddecreasestheriskofdisease,undirected,>4_or_unreachable,50,0.8620689655172413,58
train,concept:furniturefoundinroom,undirected,1,6,0.016853932584269662,356
train,concept:furniturefoundinroom,undirected,3,97,0.27247191011235955,356
train,concept:furniturefoundinroom,undirected,4,1,0.0028089887640449437,356
train,concept:furniturefoundinroom,undirected,>4_or_unreachable,252,0.7078651685393258,356
train,concept:hashusband,undirected,1,2,0.10526315789473684,19
train,concept:hashusband,undirected,4,2,0.10526315789473684,19
train,concept:hashusband,undirected,>4_or_unreachable,15,0.7894736842105263,19
train,concept:hasofficeincity,undirected,1,2,0.008064516129032258,248
train,concept:hasofficeincity,undirected,3,48,0.1935483870967742,248
train,concept:hasofficeincity,undirected,4,16,0.06451612903225806,248
train,concept:hasofficeincity,undirected,>4_or_unreachable,182,0.7338709677419355,248
train,concept:hasofficeincountry,undirected,1,2,0.030303030303030304,66
train,concept:hasofficeincountry,undirected,2,5,0.07575757575757576,66
train,concept:hasofficeincountry,undirected,3,19,0.2878787878787879,66
train,concept:hasofficeincountry,undirected,4,10,0.15151515151515152,66
train,concept:hasofficeincountry,undirected,>4_or_unreachable,30,0.45454545454545453,66
train,concept:hassibling,undirected,2,1,0.07692307692307693,13
train,concept:hassibling,undirected,>4_or_unreachable,12,0.9230769230769231,13
train,concept:hasspouse,undirected,1,11,0.10576923076923077,104
train,concept:hasspouse,undirected,4,1,0.009615384615384616,104
train,concept:hasspouse,undirected,>4_or_unreachable,92,0.8846153846153846,104
train,concept:haswife,undirected,1,1,0.02702702702702703,37
train,concept:haswife,undirected,2,1,0.02702702702702703,37
train,concept:haswife,undirected,>4_or_unreachable,35,0.9459459459459459,37
train,concept:headquarteredin,undirected,1,2,0.03225806451612903,62
train,concept:headquarteredin,undirected,2,1,0.016129032258064516,62
train,concept:headquarteredin,undirected,3,2,0.03225806451612903,62
train,concept:headquarteredin,undirected,4,7,0.11290322580645161,62
train,concept:headquarteredin,undirected,>4_or_unreachable,50,0.8064516129032258,62
train,concept:hobbiessuchashobbies,undirected,3,4,0.13793103448275862,29
train,concept:hobbiessuchashobbies,undirected,>4_or_unreachable,25,0.8620689655172413,29
train,concept:hotelincity,undirected,>4_or_unreachable,85,1.0,85
train,concept:invertebratefeedonfood,undirected,1,1,0.03125,32
train,concept:invertebratefeedonfood,undirected,2,8,0.25,32
train,concept:invertebratefeedonfood,undirected,3,6,0.1875,32
train,concept:invertebratefeedonfood,undirected,4,3,0.09375,32
train,concept:invertebratefeedonfood,undirected,>4_or_unreachable,14,0.4375,32
train,concept:ismultipleof,undirected,2,3,0.15,20
train,concept:ismultipleof,undirected,3,1,0.05,20
train,concept:ismultipleof,undirected,4,2,0.1,20
train,concept:ismultipleof,undirected,>4_or_unreachable,14,0.7,20
train,concept:istallerthan,undirected,2,10,0.19607843137254902,51
train,concept:istallerthan,undirected,3,14,0.27450980392156865,51
train,concept:istallerthan,undirected,4,6,0.11764705882352941,51
train,concept:istallerthan,undirected,>4_or_unreachable,21,0.4117647058823529,51
train,concept:itemfoundinroom,undirected,1,6,0.014150943396226415,424
train,concept:itemfoundinroom,undirected,3,134,0.3160377358490566,424
train,concept:itemfoundinroom,undirected,4,1,0.0023584905660377358,424
train,concept:itemfoundinroom,undirected,>4_or_unreachable,283,0.6674528301886793,424
train,concept:journalistwritesforpublication,undirected,1,1,0.004672897196261682,214
train,concept:journalistwritesforpublication,undirected,3,18,0.08411214953271028,214
train,concept:journalistwritesforpublication,undirected,>4_or_unreachable,195,0.9112149532710281,214
train,concept:lakeinstate,undirected,>4_or_unreachable,29,1.0,29
train,concept:languageofcountry,undirected,3,26,0.41935483870967744,62
train,concept:languageofcountry,undirected,4,5,0.08064516129032258,62
train,concept:languageofcountry,undirected,>4_or_unreachable,31,0.5,62
train,concept:languageofuniversity,undirected,3,8,0.11267605633802817,71
train,concept:languageofuniversity,undirected,4,2,0.028169014084507043,71
train,concept:languageofuniversity,undirected,>4_or_unreachable,61,0.8591549295774648,71
train,concept:leaguestadiums,undirected,2,1,0.021739130434782608,46
train,concept:leaguestadiums,undirected,3,4,0.08695652173913043,46
train,concept:leaguestadiums,undirected,4,2,0.043478260869565216,46
train,concept:leaguestadiums,undirected,>4_or_unreachable,39,0.8478260869565217,46
train,concept:locationlocatedwithinlocation,undirected,1,25,0.06963788300835655,359
train,concept:locationlocatedwithinlocation,undirected,2,27,0.07520891364902507,359
train,concept:locationlocatedwithinlocation,undirected,3,63,0.17548746518105848,359
train,concept:locationlocatedwithinlocation,undirected,4,20,0.055710306406685235,359
train,concept:locationlocatedwithinlocation,undirected,>4_or_unreachable,224,0.6239554317548747,359
train,concept:mammalsuchasmammal,undirected,1,4,0.058823529411764705,68
train,concept:mammalsuchasmammal,undirected,2,22,0.3235294117647059,68
train,concept:mammalsuchasmammal,undirected,3,12,0.17647058823529413,68
train,concept:mammalsuchasmammal,undirected,4,8,0.11764705882352941,68
train,concept:mammalsuchasmammal,undirected,>4_or_unreachable,22,0.3235294117647059,68
train,concept:motherofperson,undirected,1,1,0.1111111111111111,9
train,concept:motherofperson,undirected,>4_or_unreachable,8,0.8888888888888888,9
train,concept:mountaininstate,undirected,>4_or_unreachable,20,1.0,20
train,concept:museumincity,undirected,>4_or_unreachable,16,1.0,16
train,concept:musicartistgenre,undirected,2,6,0.045454545454545456,132
train,concept:musicartistgenre,undirected,>4_or_unreachable,126,0.9545454545454546,132
train,concept:musicgenressuchasmusicgenres,undirected,2,6,0.2222222222222222,27
train,concept:musicgenressuchasmusicgenres,undirected,>4_or_unreachable,21,0.7777777777777778,27
train,concept:musicianinmusicartist,undirected,1,1,0.01020408163265306,98
train,concept:musicianinmusicartist,undirected,>4_or_unreachable,97,0.9897959183673469,98
train,concept:musicianplaysinstrument,undirected,3,11,0.088,125
train,concept:musicianplaysinstrument,undirected,>4_or_unreachable,114,0.912,125
train,concept:mutualproxyfor,undirected,1,85,0.14505119453924914,586
train,concept:mutualproxyfor,undirected,2,10,0.017064846416382253,586
train,concept:mutualproxyfor,undirected,3,82,0.13993174061433447,586
train,concept:mutualproxyfor,undirected,4,38,0.06484641638225255,586
train,concept:mutualproxyfor,undirected,>4_or_unreachable,371,0.6331058020477816,586
train,concept:newspaperincity,undirected,2,1,0.043478260869565216,23
train,concept:newspaperincity,undirected,3,2,0.08695652173913043,23
train,concept:newspaperincity,undirected,4,3,0.13043478260869565,23
train,concept:newspaperincity,undirected,>4_or_unreachable,17,0.7391304347826086,23
train,concept:objectfoundinscene,undirected,>4_or_unreachable,27,1.0,27
train,concept:objectpartofobject,undirected,>4_or_unreachable,35,1.0,35
train,concept:organizationacronymhasname,undirected,1,1,0.01639344262295082,61
train,concept:organizationacronymhasname,undirected,4,5,0.08196721311475409,61
train,concept:organizationacronymhasname,undirected,>4_or_unreachable,55,0.9016393442622951,61
train,concept:organizationalsoknownas,undirected,1,9,0.2571428571428571,35
train,concept:organizationalsoknownas,undirected,3,1,0.02857142857142857,35
train,concept:organizationalsoknownas,undirected,4,1,0.02857142857142857,35
train,concept:organizationalsoknownas,undirected,>4_or_unreachable,24,0.6857142857142857,35
train,concept:organizationdissolvedatdate,undirected,3,14,0.4666666666666667,30
train,concept:organizationdissolvedatdate,undirected,>4_or_unreachable,16,0.5333333333333333,30
train,concept:organizationheadquarteredincity,undirected,1,7,0.07526881720430108,93
train,concept:organizationheadquarteredincity,undirected,3,1,0.010752688172043012,93
train,concept:organizationheadquarteredincity,undirected,4,2,0.021505376344086023,93
train,concept:organizationheadquarteredincity,undirected,>4_or_unreachable,83,0.8924731182795699,93
train,concept:organizationheadquarteredincountry,undirected,3,1,0.014925373134328358,67
train,concept:organizationheadquarteredincountry,undirected,4,3,0.04477611940298507,67
train,concept:organizationheadquarteredincountry,undirected,>4_or_unreachable,63,0.9402985074626866,67
train,concept:organizationheadquarteredinstateorprovince,undirected,3,7,0.2413793103448276,29
train,concept:organizationheadquarteredinstateorprovince,undirected,4,2,0.06896551724137931,29
train,concept:organizationheadquarteredinstateorprovince,undirected,>4_or_unreachable,20,0.6896551724137931,29
train,concept:organizationhiredperson,undirected,1,9,0.046875,192
train,concept:organizationhiredperson,undirected,2,2,0.010416666666666666,192
train,concept:organizationhiredperson,undirected,3,23,0.11979166666666667,192
train,concept:organizationhiredperson,undirected,4,16,0.08333333333333333,192
train,concept:organizationhiredperson,undirected,>4_or_unreachable,142,0.7395833333333334,192
train,concept:organizationterminatedperson,undirected,1,26,0.19548872180451127,133
train,concept:organizationterminatedperson,undirected,3,6,0.045112781954887216,133
train,concept:organizationterminatedperson,undirected,4,3,0.022556390977443608,133
train,concept:organizationterminatedperson,undirected,>4_or_unreachable,98,0.7368421052631579,133
train,concept:parentofperson,undirected,1,3,0.05555555555555555,54
train,concept:parentofperson,undirected,2,1,0.018518518518518517,54
train,concept:parentofperson,undirected,>4_or_unreachable,50,0.9259259259259259,54
train,concept:parkincity,undirected,>4_or_unreachable,43,1.0,43
train,concept:personalsoknownas,undirected,1,6,0.125,48
train,concept:personalsoknownas,undirected,2,11,0.22916666666666666,48
train,concept:personalsoknownas,undirected,3,4,0.08333333333333333,48
train,concept:personalsoknownas,undirected,>4_or_unreachable,27,0.5625,48
train,concept:personbelongstoorganization,undirected,1,4,0.024691358024691357,162
train,concept:personbelongstoorganization,undirected,2,3,0.018518518518518517,162
train,concept:personbelongstoorganization,undirected,3,20,0.12345679012345678,162
train,concept:personbelongstoorganization,undirected,4,2,0.012345679012345678,162
train,concept:personbelongstoorganization,undirected,>4_or_unreachable,133,0.8209876543209876,162
train,concept:personbornincity,undirected,1,7,0.0707070707070707,99
train,concept:personbornincity,undirected,3,25,0.25252525252525254,99
train,concept:personbornincity,undirected,4,3,0.030303030303030304,99
train,concept:personbornincity,undirected,>4_or_unreachable,64,0.6464646464646465,99
train,concept:personborninlocation,undirected,1,7,0.10606060606060606,66
train,concept:personborninlocation,undirected,3,15,0.22727272727272727,66
train,concept:personborninlocation,undirected,4,3,0.045454545454545456,66
train,concept:personborninlocation,undirected,>4_or_unreachable,41,0.6212121212121212,66
train,concept:personchargedwithcrime,undirected,3,12,0.23076923076923078,52
train,concept:personchargedwithcrime,undirected,>4_or_unreachable,40,0.7692307692307693,52
train,concept:persondiedincountry,undirected,3,4,0.022988505747126436,174
train,concept:persondiedincountry,undirected,4,1,0.005747126436781609,174
train,concept:persondiedincountry,undirected,>4_or_unreachable,169,0.9712643678160919,174
train,concept:persongraduatedfromuniversity,undirected,1,10,0.09433962264150944,106
train,concept:persongraduatedfromuniversity,undirected,2,2,0.018867924528301886,106
train,concept:persongraduatedfromuniversity,undirected,3,31,0.29245283018867924,106
train,concept:persongraduatedfromuniversity,undirected,4,4,0.03773584905660377,106
train,concept:persongraduatedfromuniversity,undirected,>4_or_unreachable,59,0.5566037735849056,106
train,concept:persongraduatedschool,undirected,1,10,0.125,80
train,concept:persongraduatedschool,undirected,2,1,0.0125,80
train,concept:persongraduatedschool,undirected,3,29,0.3625,80
train,concept:persongraduatedschool,undirected,4,2,0.025,80
train,concept:persongraduatedschool,undirected,>4_or_unreachable,38,0.475,80
train,concept:personhascitizenship,undirected,3,14,0.2413793103448276,58
train,concept:personhascitizenship,undirected,4,4,0.06896551724137931,58
train,concept:personhascitizenship,undirected,>4_or_unreachable,40,0.6896551724137931,58
train,concept:personhasjobposition,undirected,2,1,0.009900990099009901,101
train,concept:personhasjobposition,undirected,3,2,0.019801980198019802,101
train,concept:personhasjobposition,undirected,>4_or_unreachable,98,0.9702970297029703,101
train,concept:personhasresidenceingeopoliticallocation,undirected,1,2,0.03508771929824561,57
train,concept:personhasresidenceingeopoliticallocation,undirected,3,9,0.15789473684210525,57
train,concept:personhasresidenceingeopoliticallocation,undirected,4,6,0.10526315789473684,57
train,concept:personhasresidenceingeopoliticallocation,undirected,>4_or_unreachable,40,0.7017543859649122,57
train,concept:personleadsgeopoliticalorganization,undirected,1,1,0.043478260869565216,23
train,concept:personleadsgeopoliticalorganization,undirected,3,1,0.043478260869565216,23
train,concept:personleadsgeopoliticalorganization,undirected,4,3,0.13043478260869565,23
train,concept:personleadsgeopoliticalorganization,undirected,>4_or_unreachable,18,0.782608695652174,23
train,concept:personleadsorganization,undirected,1,18,0.18947368421052632,95
train,concept:personleadsorganization,undirected,3,4,0.042105263157894736,95
train,concept:personleadsorganization,undirected,4,2,0.021052631578947368,95
train,concept:personleadsorganization,undirected,>4_or_unreachable,71,0.7473684210526316,95
train,concept:personmovedtostateorprovince,undirected,3,12,0.2926829268292683,41
train,concept:personmovedtostateorprovince,undirected,4,5,0.12195121951219512,41
train,concept:personmovedtostateorprovince,undirected,>4_or_unreachable,24,0.5853658536585366,41
train,concept:plantgrowinginplant,undirected,2,2,0.10526315789473684,19
train,concept:plantgrowinginplant,undirected,4,2,0.10526315789473684,19
train,concept:plantgrowinginplant,undirected,>4_or_unreachable,15,0.7894736842105263,19
train,concept:plantincludeplant,undirected,1,26,0.16993464052287582,153
train,concept:plantincludeplant,undirected,2,4,0.026143790849673203,153
train,concept:plantincludeplant,undirected,3,23,0.1503267973856209,153
train,concept:plantincludeplant,undirected,4,4,0.026143790849673203,153
train,concept:plantincludeplant,undirected,>4_or_unreachable,96,0.6274509803921569,153
train,concept:plantrepresentemotion,undirected,>4_or_unreachable,19,1.0,19
train,concept:politicianholdsoffice,undirected,2,2,0.024096385542168676,83
train,concept:politicianholdsoffice,undirected,3,12,0.14457831325301204,83
train,concept:politicianholdsoffice,undirected,4,3,0.03614457831325301,83
train,concept:politicianholdsoffice,undirected,>4_or_unreachable,66,0.7951807228915663,83
train,concept:politicianrepresentslocation,undirected,2,2,0.022988505747126436,87
train,concept:politicianrepresentslocation,undirected,3,24,0.27586206896551724,87
train,concept:politicianrepresentslocation,undirected,4,9,0.10344827586206896,87
train,concept:politicianrepresentslocation,undirected,>4_or_unreachable,52,0.5977011494252874,87
train,concept:politicianusendorsedbypoliticianus,undirected,1,24,0.1437125748502994,167
train,concept:politicianusendorsedbypoliticianus,undirected,2,36,0.2155688622754491,167
train,concept:politicianusendorsedbypoliticianus,undirected,3,40,0.23952095808383234,167
train,concept:politicianusendorsedbypoliticianus,undirected,4,9,0.05389221556886228,167
train,concept:politicianusendorsedbypoliticianus,undirected,>4_or_unreachable,58,0.3473053892215569,167
train,concept:politicianusholdsoffice,undirected,2,5,0.10204081632653061,49
train,concept:politicianusholdsoffice,undirected,3,13,0.2653061224489796,49
train,concept:politicianusholdsoffice,undirected,4,4,0.08163265306122448,49
train,concept:politicianusholdsoffice,undirected,>4_or_unreachable,27,0.5510204081632653,49
train,concept:politicianusmemberofpoliticalgroup,undirected,2,3,0.05357142857142857,56
train,concept:politicianusmemberofpoliticalgroup,undirected,3,6,0.10714285714285714,56
train,concept:politicianusmemberofpoliticalgroup,undirected,4,3,0.05357142857142857,56
train,concept:politicianusmemberofpoliticalgroup,undirected,>4_or_unreachable,44,0.7857142857142857,56
train,concept:producesproduct,undirected,1,5,0.07692307692307693,65
train,concept:producesproduct,undirected,2,1,0.015384615384615385,65
train,concept:producesproduct,undirected,3,3,0.046153846153846156,65
train,concept:producesproduct,undirected,4,2,0.03076923076923077,65
train,concept:producesproduct,undirected,>4_or_unreachable,54,0.8307692307692308,65
train,concept:professionistypeofprofession,undirected,1,50,0.11574074074074074,432
train,concept:professionistypeofprofession,undirected,2,120,0.2777777777777778,432
train,concept:professionistypeofprofession,undirected,3,95,0.2199074074074074,432
